question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The aunt that the skaters visit,does,do,22930
Choose the correct verb form for the following sentence: The teacher that the parents forgive,is,are,22953
Choose the correct verb form for the following sentence: The athlete that the executive follows,has,have,22955
Choose the correct verb form for the following sentence: The athlete that the executives visit,has,have,22956
Choose the correct verb form for the following sentence: The victim that the drivers influence,has,have,22976
Choose the correct verb form for the following sentence: The guys that the architect follows,are,is,22979
Choose the correct verb form for the following sentence: The lawyer that the drivers praise,goes,go,22986
Choose the correct verb form for the following sentence: The uncle that the executive likes,goes,go,22988
Choose the correct verb form for the following sentence: The aunts that the skater praises,are,is,22992
Choose the correct verb form for the following sentence: The women that the chef influences,are,is,22998
Choose the correct verb form for the following sentence: The aunts that the dancer likes,are,is,23009
Choose the correct verb form for the following sentence: The friends that the ministers hate,are,is,23019
Choose the correct verb form for the following sentence: The friend that the minister calls,is,are,23022
Choose the correct verb form for the following sentence: The teachers that the chefs forgive,have,has,23036
